 0.000000e+00  9.660220e-02  0.000000e+00 -6.976744e-01  0.000000e+00  0.000000e+00  0.000000e+00 -1.803217e+00  0.000000e+00  9.724494e+00  0.000000e+00  4.372093e+00  0.000000e+00  6.976744e+00 
 5.000000e+00 -5.123329e-01  5.000000e+00 -4.069767e-01  5.000000e+00  5.000000e+00  5.000000e+00  2.242071e+00  5.000000e+00  1.249683e+01  5.000000e+00  5.883721e+00  5.000000e+00  9.069767e+00 
 1.000000e+01 -1.121268e+00  1.000000e+01 -1.162791e-01  1.000000e+01  1.000000e+01  1.000000e+01  6.287359e+00  1.000000e+01  1.526917e+01  1.000000e+01  7.395349e+00  1.000000e+01  1.116279e+01 
 1.500000e+01 -1.730203e+00  1.500000e+01  1.744186e-01  1.500000e+01  1.500000e+01  1.500000e+01  1.033265e+01  1.500000e+01  1.804151e+01  1.500000e+01  8.906977e+00  1.500000e+01  1.325581e+01 
 2.000000e+01 -2.339138e+00  2.000000e+01  4.651163e-01  2.000000e+01  2.000000e+01  2.000000e+01  1.437793e+01  2.000000e+01  2.081385e+01  2.000000e+01  1.041860e+01  2.000000e+01  1.534884e+01 
 2.500000e+01 -2.948073e+00  2.500000e+01  7.558140e-01  2.500000e+01  2.500000e+01  2.500000e+01  1.842322e+01  2.500000e+01  2.358618e+01  2.500000e+01  1.193023e+01  2.500000e+01  1.744186e+01 
 3.000000e+01 -3.557009e+00  3.000000e+01  1.046512e+00  3.000000e+01  3.000000e+01  3.000000e+01  2.246851e+01  3.000000e+01  2.635852e+01  3.000000e+01  1.344186e+01  3.000000e+01  1.953488e+01 
 3.500000e+01 -4.165944e+00  3.500000e+01  1.337209e+00  3.500000e+01  3.500000e+01  3.500000e+01  2.651380e+01  3.500000e+01  2.913086e+01  3.500000e+01  1.495349e+01  3.500000e+01  2.162791e+01 
 4.000000e+01 -4.774879e+00  4.000000e+01  1.627907e+00  4.000000e+01  4.000000e+01  4.000000e+01  3.055908e+01  4.000000e+01  3.190320e+01  4.000000e+01  1.646512e+01  4.000000e+01  2.372093e+01 
 4.500000e+01 -5.383814e+00  4.500000e+01  1.918605e+00  4.500000e+01  4.500000e+01  4.500000e+01  3.460437e+01  4.500000e+01  3.467553e+01  4.500000e+01  1.797674e+01  4.500000e+01  2.581395e+01 
 5.000000e+01 -5.992749e+00  5.000000e+01  2.209302e+00  5.000000e+01  5.000000e+01  5.000000e+01  3.864966e+01  5.000000e+01  3.744787e+01  5.000000e+01  1.948837e+01  5.000000e+01  2.790698e+01 
 5.500000e+01 -6.601684e+00  5.500000e+01  2.500000e+00  5.500000e+01  5.500000e+01  5.500000e+01  4.269495e+01  5.500000e+01  4.022021e+01  5.500000e+01  2.100000e+01  5.500000e+01  3.000000e+01 
 6.000000e+01 -7.210619e+00  6.000000e+01  2.790698e+00  6.000000e+01  6.000000e+01  6.000000e+01  4.674024e+01  6.000000e+01  4.299255e+01  6.000000e+01  2.251163e+01  6.000000e+01  3.209302e+01 
 6.500000e+01 -7.819554e+00  6.500000e+01  3.081395e+00  6.500000e+01  6.500000e+01  6.500000e+01  5.078552e+01  6.500000e+01  4.576489e+01  6.500000e+01  2.402326e+01  6.500000e+01  3.418605e+01 
 7.000000e+01 -8.428490e+00  7.000000e+01  3.372093e+00  7.000000e+01  7.000000e+01  7.000000e+01  5.483081e+01  7.000000e+01  4.853722e+01  7.000000e+01  2.553488e+01  7.000000e+01  3.627907e+01 
 7.500000e+01 -9.037425e+00  7.500000e+01  3.662791e+00  7.500000e+01  7.500000e+01  7.500000e+01  5.887610e+01  7.500000e+01  5.130956e+01  7.500000e+01  2.704651e+01  7.500000e+01  3.837209e+01 
 8.000000e+01 -9.646360e+00  8.000000e+01  3.953488e+00  8.000000e+01  8.000000e+01  8.000000e+01  6.292139e+01  8.000000e+01  5.408190e+01  8.000000e+01  2.855814e+01  8.000000e+01  4.046512e+01 
 8.500000e+01 -1.025529e+01  8.500000e+01  4.244186e+00  8.500000e+01  8.500000e+01  8.500000e+01  6.696667e+01  8.500000e+01  5.685424e+01  8.500000e+01  3.006977e+01  8.500000e+01  4.255814e+01 
 9.000000e+01 -1.086423e+01  9.000000e+01  4.534884e+00  9.000000e+01  9.000000e+01  9.000000e+01  7.101196e+01  9.000000e+01  5.962658e+01  9.000000e+01  3.158140e+01  9.000000e+01  4.465116e+01 
 9.500000e+01 -1.147317e+01  9.500000e+01  4.825581e+00  9.500000e+01  9.500000e+01  9.500000e+01  7.505725e+01  9.500000e+01  6.239891e+01  9.500000e+01  3.309302e+01  9.500000e+01  4.674419e+01 
 1.000000e+02 -1.208210e+01  1.000000e+02  5.116279e+00  1.000000e+02  1.000000e+02  1.000000e+02  7.910254e+01  1.000000e+02  6.517125e+01  1.000000e+02  3.460465e+01  1.000000e+02  4.883721e+01 
