 0.000000e+00  0.000000e+00  0.000000e+00  9.724494e+00  0.000000e+00  4.372093e+00  0.000000e+00  6.976744e+00 
 5.000000e+00  5.000000e+00  5.000000e+00  1.249683e+01  5.000000e+00  5.883721e+00  5.000000e+00  9.069767e+00 
 1.000000e+01  1.000000e+01  1.000000e+01  1.526917e+01  1.000000e+01  7.395349e+00  1.000000e+01  1.116279e+01 
 1.500000e+01  1.500000e+01  1.500000e+01  1.804151e+01  1.500000e+01  8.906977e+00  1.500000e+01  1.325581e+01 
 2.000000e+01  2.000000e+01  2.000000e+01  2.081385e+01  2.000000e+01  1.041860e+01  2.000000e+01  1.534884e+01 
 2.500000e+01  2.500000e+01  2.500000e+01  2.358618e+01  2.500000e+01  1.193023e+01  2.500000e+01  1.744186e+01 
 3.000000e+01  3.000000e+01  3.000000e+01  2.635852e+01  3.000000e+01  1.344186e+01  3.000000e+01  1.953488e+01 
 3.500000e+01  3.500000e+01  3.500000e+01  2.913086e+01  3.500000e+01  1.495349e+01  3.500000e+01  2.162791e+01 
 4.000000e+01  4.000000e+01  4.000000e+01  3.190320e+01  4.000000e+01  1.646512e+01  4.000000e+01  2.372093e+01 
 4.500000e+01  4.500000e+01  4.500000e+01  3.467553e+01  4.500000e+01  1.797674e+01  4.500000e+01  2.581395e+01 
 5.000000e+01  5.000000e+01  5.000000e+01  3.744787e+01  5.000000e+01  1.948837e+01  5.000000e+01  2.790698e+01 
 5.500000e+01  5.500000e+01  5.500000e+01  4.022021e+01  5.500000e+01  2.100000e+01  5.500000e+01  3.000000e+01 
 6.000000e+01  6.000000e+01  6.000000e+01  4.299255e+01  6.000000e+01  2.251163e+01  6.000000e+01  3.209302e+01 
 6.500000e+01  6.500000e+01  6.500000e+01  4.576489e+01  6.500000e+01  2.402326e+01  6.500000e+01  3.418605e+01 
 7.000000e+01  7.000000e+01  7.000000e+01  4.853722e+01  7.000000e+01  2.553488e+01  7.000000e+01  3.627907e+01 
 7.500000e+01  7.500000e+01  7.500000e+01  5.130956e+01  7.500000e+01  2.704651e+01  7.500000e+01  3.837209e+01 
 8.000000e+01  8.000000e+01  8.000000e+01  5.408190e+01  8.000000e+01  2.855814e+01  8.000000e+01  4.046512e+01 
 8.500000e+01  8.500000e+01  8.500000e+01  5.685424e+01  8.500000e+01  3.006977e+01  8.500000e+01  4.255814e+01 
 9.000000e+01  9.000000e+01  9.000000e+01  5.962658e+01  9.000000e+01  3.158140e+01  9.000000e+01  4.465116e+01 
 9.500000e+01  9.500000e+01  9.500000e+01  6.239891e+01  9.500000e+01  3.309302e+01  9.500000e+01  4.674419e+01 
 1.000000e+02  1.000000e+02  1.000000e+02  6.517125e+01  1.000000e+02  3.460465e+01  1.000000e+02  4.883721e+01 
