 0.000000e+00  0.000000e+00 
 5.000000e-08  0.000000e+00 
 1.000000e-07  0.000000e+00 
 2.000000e-07  0.000000e+00 
 4.000000e-07  0.000000e+00 
 8.000000e-07  0.000000e+00 
 1.600000e-06  0.000000e+00 
 3.200000e-06  0.000000e+00 
 6.400000e-06  0.000000e+00 
 1.140000e-05  0.000000e+00 
 1.640000e-05  0.000000e+00 
 2.140000e-05  0.000000e+00 
 2.640000e-05  0.000000e+00 
 3.140000e-05  0.000000e+00 
 3.640000e-05  0.000000e+00 
 4.140000e-05  0.000000e+00 
 4.640000e-05  0.000000e+00 
 5.140000e-05  0.000000e+00 
 5.640000e-05  0.000000e+00 
 6.140000e-05  0.000000e+00 
 6.640000e-05  0.000000e+00 
 7.140000e-05  0.000000e+00 
 7.640000e-05  0.000000e+00 
 8.140000e-05  0.000000e+00 
 8.640000e-05  0.000000e+00 
 9.140000e-05  0.000000e+00 
 9.640000e-05  0.000000e+00 
 1.014000e-04  0.000000e+00 
 1.064000e-04  0.000000e+00 
 1.114000e-04  0.000000e+00 
 1.164000e-04  0.000000e+00 
 1.214000e-04  0.000000e+00 
 1.264000e-04  0.000000e+00 
 1.314000e-04  0.000000e+00 
 1.364000e-04  0.000000e+00 
 1.414000e-04  0.000000e+00 
 1.464000e-04  0.000000e+00 
 1.514000e-04  0.000000e+00 
 1.564000e-04  0.000000e+00 
 1.614000e-04  0.000000e+00 
 1.664000e-04  0.000000e+00 
 1.714000e-04  0.000000e+00 
 1.764000e-04  0.000000e+00 
 1.814000e-04  0.000000e+00 
 1.864000e-04  0.000000e+00 
 1.914000e-04  0.000000e+00 
 1.964000e-04  0.000000e+00 
 2.014000e-04  0.000000e+00 
 2.064000e-04  0.000000e+00 
 2.114000e-04  0.000000e+00 
 2.164000e-04  0.000000e+00 
 2.214000e-04  0.000000e+00 
 2.264000e-04  0.000000e+00 
 2.314000e-04  0.000000e+00 
 2.364000e-04  0.000000e+00 
 2.414000e-04  0.000000e+00 
 2.464000e-04  0.000000e+00 
 2.514000e-04  0.000000e+00 
 2.564000e-04  0.000000e+00 
 2.614000e-04  0.000000e+00 
 2.664000e-04  0.000000e+00 
 2.714000e-04  0.000000e+00 
 2.764000e-04  0.000000e+00 
 2.814000e-04  0.000000e+00 
 2.864000e-04  0.000000e+00 
 2.914000e-04  0.000000e+00 
 2.964000e-04  0.000000e+00 
 3.014000e-04  0.000000e+00 
 3.064000e-04  0.000000e+00 
 3.114000e-04  0.000000e+00 
 3.164000e-04  0.000000e+00 
 3.214000e-04  0.000000e+00 
 3.264000e-04  0.000000e+00 
 3.314000e-04  0.000000e+00 
 3.364000e-04  0.000000e+00 
 3.414000e-04  0.000000e+00 
 3.464000e-04  0.000000e+00 
 3.514000e-04  0.000000e+00 
 3.564000e-04  0.000000e+00 
 3.614000e-04  0.000000e+00 
 3.664000e-04  0.000000e+00 
 3.714000e-04  0.000000e+00 
 3.764000e-04  0.000000e+00 
 3.814000e-04  0.000000e+00 
 3.864000e-04  0.000000e+00 
 3.914000e-04  0.000000e+00 
 3.964000e-04  0.000000e+00 
 4.014000e-04  0.000000e+00 
 4.064000e-04  0.000000e+00 
 4.114000e-04  0.000000e+00 
 4.164000e-04  0.000000e+00 
 4.214000e-04  0.000000e+00 
 4.264000e-04  0.000000e+00 
 4.314000e-04  0.000000e+00 
 4.364000e-04  0.000000e+00 
 4.414000e-04  0.000000e+00 
 4.464000e-04  0.000000e+00 
 4.514000e-04  0.000000e+00 
 4.564000e-04  0.000000e+00 
 4.614000e-04  0.000000e+00 
 4.664000e-04  0.000000e+00 
 4.714000e-04  0.000000e+00 
 4.764000e-04  0.000000e+00 
 4.814000e-04  0.000000e+00 
 4.864000e-04  0.000000e+00 
 4.914000e-04  0.000000e+00 
 4.964000e-04  0.000000e+00 
 5.014000e-04  0.000000e+00 
