 0.000000e+00  0.000000e+00  0.000000e+00  8.000000e+01  0.000000e+00  0.000000e+00 
 2.000000e-06  1.274230e-01  2.000000e-06  8.012732e+01  2.000000e-06  1.273211e-01 
 4.000000e-06  2.548459e-01  4.000000e-06  8.025454e+01  4.000000e-06  2.545404e-01 
 8.000000e-06  5.096912e-01  8.000000e-06  8.050878e+01  8.000000e-06  5.087751e-01 
 1.600000e-05  1.019378e+00  1.600000e-05  8.101602e+01  1.600000e-05  1.016022e+00 
 3.200000e-05  2.038719e+00  3.200000e-05  8.202563e+01  3.200000e-05  2.025629e+00 
 6.400000e-05  4.077140e+00  6.400000e-05  8.402533e+01  6.400000e-05  4.025325e+00 
 1.280000e-04  8.151907e+00  1.280000e-04  8.794685e+01  1.280000e-04  7.946848e+00 
 2.560000e-04  1.628484e+01  2.560000e-04  9.548005e+01  2.560000e-04  1.548005e+01 
 4.560000e-04  2.890956e+01  4.560000e-04  1.064284e+02  4.560000e-04  2.642843e+01 
 6.560000e-04  4.137001e+01  6.560000e-04  1.163767e+02  6.560000e-04  3.637668e+01 
 8.560000e-04  5.359540e+01  8.560000e-04  1.253337e+02  8.560000e-04  4.533365e+01 
 1.056000e-03  6.551624e+01  1.056000e-03  1.333088e+02  1.056000e-03  5.330879e+01 
 1.256000e-03  7.706480e+01  1.256000e-03  1.403125e+02  1.256000e-03  6.031251e+01 
 1.456000e-03  8.817547e+01  1.456000e-03  1.463564e+02  1.456000e-03  6.635642e+01 
 1.656000e-03  9.878511e+01  1.656000e-03  1.514537e+02  1.656000e-03  7.145365e+01 
 1.856000e-03  1.088334e+02  1.856000e-03  1.556191e+02  1.856000e-03  7.561906e+01 
 2.056000e-03  1.182633e+02  2.056000e-03  1.588694e+02  2.056000e-03  7.886943e+01 
 2.256000e-03  1.270212e+02  2.256000e-03  1.612236e+02  2.256000e-03  8.122362e+01 
 2.456000e-03  1.350574e+02  2.456000e-03  1.627027e+02  2.456000e-03  8.270272e+01 
 2.656000e-03  1.423261e+02  2.656000e-03  1.633301e+02  2.656000e-03  8.333013e+01 
 2.856000e-03  1.487861e+02  2.856000e-03  1.631317e+02  2.856000e-03  8.313166e+01 
 3.056000e-03  1.544007e+02  3.056000e-03  1.621355e+02  3.056000e-03  8.213554e+01 
 3.256000e-03  1.591379e+02  3.256000e-03  1.603725e+02  3.256000e-03  8.037246e+01 
 3.456000e-03  1.629709e+02  3.456000e-03  1.578755e+02  3.456000e-03  7.787552e+01 
 3.656000e-03  1.658779e+02  3.656000e-03  1.546802e+02  3.656000e-03  7.468024e+01 
 3.856000e-03  1.678423e+02  3.856000e-03  1.508244e+02  3.856000e-03  7.082445e+01 
 4.056000e-03  1.688529e+02  4.056000e-03  1.463482e+02  4.056000e-03  6.634822e+01 
 4.256000e-03  1.689042e+02  4.256000e-03  1.412938e+02  4.256000e-03  6.129377e+01 
 4.456000e-03  1.679956e+02  4.456000e-03  1.357053e+02  4.456000e-03  5.570529e+01 
 4.656000e-03  1.661325e+02  4.656000e-03  1.296288e+02  4.656000e-03  4.962882e+01 
 4.856000e-03  1.633254e+02  4.856000e-03  1.231121e+02  4.856000e-03  4.311208e+01 
 5.056000e-03  1.595903e+02  5.056000e-03  1.162043e+02  5.056000e-03  3.620428e+01 
