 0.000000e+00  3.000000e+00  0.000000e+00  2.333333e+00  0.000000e+00  2.000000e+00 
 6.000000e-10  3.000000e+00  6.000000e-10 -1.668266e+00  6.000000e-10  1.997601e+00 
 1.200000e-09  3.000000e+00  1.200000e-09 -1.669865e+00  1.200000e-09  1.995202e+00 
 2.400000e-09  3.000000e+00  2.400000e-09 -1.673062e+00  2.400000e-09  1.990406e+00 
 4.800000e-09  3.000000e+00  4.800000e-09 -1.679451e+00  4.800000e-09  1.980824e+00 
 9.600000e-09  3.000000e+00  9.600000e-09 -1.692205e+00  9.600000e-09  1.961693e+00 
 1.920000e-08  3.000000e+00  1.920000e-08 -1.717621e+00  1.920000e-08  1.923568e+00 
 3.840000e-08  3.000000e+00  3.840000e-08 -1.768090e+00  3.840000e-08  1.847865e+00 
 7.680000e-08  3.000000e+00  7.680000e-08 -1.867587e+00  7.680000e-08  1.698619e+00 
 1.536000e-07  3.000000e+00  1.536000e-07 -2.060959e+00  1.536000e-07  1.408561e+00 
 3.072000e-07  3.000000e+00  3.072000e-07 -2.426250e+00  3.072000e-07  8.606244e-01 
 5.472000e-07  3.000000e+00  5.472000e-07 -2.944033e+00  5.472000e-07  8.394993e-02 
 7.872000e-07  3.000000e+00  7.872000e-07 -3.403199e+00  7.872000e-07 -6.047991e-01 
 1.027200e-06  3.000000e+00  1.027200e-06 -3.810384e+00  1.027200e-06 -1.215577e+00 
 1.267200e-06  3.000000e+00  1.267200e-06 -4.171473e+00  1.267200e-06 -1.757209e+00 
 1.507200e-06  3.000000e+00  1.507200e-06 -4.491684e+00  1.507200e-06 -2.237525e+00 
 1.747200e-06  3.000000e+00  1.747200e-06 -4.775644e+00  1.747200e-06 -2.663466e+00 
 1.987200e-06  3.000000e+00  1.987200e-06 -5.027458e+00  1.987200e-06 -3.041187e+00 
 2.227200e-06  3.000000e+00  2.227200e-06 -5.250764e+00  2.227200e-06 -3.376147e+00 
 2.467200e-06  3.000000e+00  2.467200e-06 -5.448791e+00  2.467200e-06 -3.673187e+00 
 2.707200e-06  3.000000e+00  2.707200e-06 -5.624400e+00  2.707200e-06 -3.936600e+00 
 2.947200e-06  3.000000e+00  2.947200e-06 -5.780128e+00  2.947200e-06 -4.170192e+00 
 3.187200e-06  3.000000e+00  3.187200e-06 -5.918227e+00  3.187200e-06 -4.377340e+00 
 3.427200e-06  3.000000e+00  3.427200e-06 -6.040692e+00  3.427200e-06 -4.561037e+00 
 3.667200e-06  3.000000e+00  3.667200e-06 -6.149293e+00  3.667200e-06 -4.723939e+00 
 3.907200e-06  3.000000e+00  3.907200e-06 -6.245599e+00  3.907200e-06 -4.868399e+00 
 4.147200e-06  3.000000e+00  4.147200e-06 -6.331003e+00  4.147200e-06 -4.996504e+00 
 4.387200e-06  3.000000e+00  4.387200e-06 -6.406738e+00  4.387200e-06 -5.110108e+00 
