 0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
 2.000000e-06  1.274230e-01  2.000000e-06  1.273211e-01 
 2.024013e-06  1.289529e-01  2.024013e-06  1.288498e-01 
 2.072038e-06  1.320127e-01  2.072038e-06  1.319071e-01 
 2.168090e-06  1.381322e-01  2.168090e-06  1.380214e-01 
 2.360192e-06  1.503714e-01  2.360192e-06  1.502495e-01 
 2.744397e-06  1.748496e-01  2.744397e-06  1.747028e-01 
 3.512807e-06  2.238061e-01  3.512807e-06  2.235981e-01 
 5.049627e-06  3.217191e-01  5.049627e-06  3.213436e-01 
 8.123266e-06  5.175447e-01  8.123266e-06  5.166540e-01 
 1.427055e-05  9.091935e-01  1.427055e-05  9.065530e-01 
 2.656510e-05  1.692474e+00  2.656510e-05  1.683465e+00 
 5.115422e-05  3.258910e+00  5.115422e-05  3.225758e+00 
 1.003325e-04  6.390807e+00  1.003325e-04  6.264314e+00 
 1.986889e-04  1.264693e+01  1.986889e-04  1.215805e+01 
 3.803839e-04  2.415185e+01  3.803839e-04  2.240691e+01 
 5.803839e-04  3.668280e+01  5.803839e-04  3.273229e+01 
 7.803839e-04  4.900530e+01  7.803839e-04  4.206298e+01 
 9.803839e-04  6.104935e+01  9.803839e-04  5.040818e+01 
 1.180384e-03  7.274650e+01  1.180384e-03  5.777789e+01 
 1.380384e-03  8.403030e+01  1.380384e-03  6.418324e+01 
 1.580384e-03  9.483661e+01  1.580384e-03  6.963676e+01 
 1.780384e-03  1.051040e+02  1.780384e-03  7.415262e+01 
 1.980384e-03  1.147743e+02  1.980384e-03  7.774685e+01 
 2.180384e-03  1.237923e+02  2.180384e-03  8.043752e+01 
 2.380384e-03  1.321069e+02  2.380384e-03  8.224486e+01 
 2.580384e-03  1.396709e+02  2.580384e-03  8.319138e+01 
 2.780384e-03  1.464412e+02  2.780384e-03  8.330198e+01 
 2.980384e-03  1.523795e+02  2.980384e-03  8.260397e+01 
 3.180384e-03  1.574518e+02  3.180384e-03  8.112710e+01 
 3.380384e-03  1.616295e+02  3.380384e-03  7.890358e+01 
 3.580384e-03  1.648888e+02  3.580384e-03  7.596801e+01 
 3.780384e-03  1.672112e+02  3.780384e-03  7.235735e+01 
 3.980384e-03  1.685834e+02  3.980384e-03  6.811086e+01 
 4.180384e-03  1.689977e+02  4.180384e-03  6.326993e+01 
 4.380384e-03  1.684518e+02  4.380384e-03  5.787804e+01 
 4.580384e-03  1.669486e+02  4.580384e-03  5.198055e+01 
 4.780384e-03  1.644968e+02  4.780384e-03  4.562456e+01 
 4.980384e-03  1.611104e+02  4.980384e-03  3.885875e+01 
 5.180384e-03  1.568084e+02  5.180384e-03  3.173312e+01 
 5.380384e-03  1.516154e+02  5.380384e-03  2.429888e+01 
 5.580384e-03  1.455610e+02  5.580384e-03  1.660813e+01 
 5.780384e-03  1.386794e+02  5.780384e-03  8.713674e+00 
 5.980384e-03  1.310098e+02  5.980384e-03  6.687916e-01 
 6.180384e-03  1.225958e+02  6.180384e-03 -7.473046e+00 
 6.380384e-03  1.134852e+02  6.380384e-03 -1.565841e+01 
 6.580384e-03  1.037297e+02  6.580384e-03 -2.383417e+01 
 6.780384e-03  9.338483e+01  6.780384e-03 -3.194777e+01 
 6.980384e-03  8.250932e+01  6.980384e-03 -3.994748e+01 
 7.180384e-03  7.116497e+01  7.180384e-03 -4.778262e+01 
 7.380384e-03  5.941625e+01  7.380384e-03 -5.540388e+01 
 7.580384e-03  4.732992e+01  7.580384e-03 -6.276351e+01 
 7.780384e-03  3.497465e+01  7.780384e-03 -6.981562e+01 
 7.980384e-03  2.242064e+01  7.980384e-03 -7.651635e+01 
 8.180384e-03  9.739240e+00  8.180384e-03 -8.282413e+01 
 8.380384e-03 -2.997504e+00  8.380384e-03 -8.869991e+01 
 8.580384e-03 -1.571722e+01  8.580384e-03 -9.410733e+01 
 8.780384e-03 -2.834762e+01  8.780384e-03 -9.901293e+01 
 8.980384e-03 -4.081694e+01  8.980384e-03 -1.033863e+02 
 9.180384e-03 -5.305434e+01  9.180384e-03 -1.072002e+02 
 9.380384e-03 -6.499027e+01  9.380384e-03 -1.104309e+02 
 9.580384e-03 -7.655691e+01  9.580384e-03 -1.130580e+02 
 9.780384e-03 -8.768855e+01  9.780384e-03 -1.150647e+02 
 9.980384e-03 -9.832191e+01  9.980384e-03 -1.164380e+02 
 1.018038e-02 -1.083966e+02  1.018038e-02 -1.171684e+02 
 1.038038e-02 -1.178553e+02  1.038038e-02 -1.172504e+02 
 1.058038e-02 -1.266444e+02  1.058038e-02 -1.166822e+02 
 1.078038e-02 -1.347139e+02  1.078038e-02 -1.154657e+02 
 1.098038e-02 -1.420179e+02  1.098038e-02 -1.136068e+02 
 1.118038e-02 -1.485149e+02  1.118038e-02 -1.111149e+02 
 1.138038e-02 -1.541680e+02  1.138038e-02 -1.080033e+02 
 1.158038e-02 -1.589451e+02  1.158038e-02 -1.042888e+02 
 1.178038e-02 -1.628190e+02  1.178038e-02 -9.999149e+01 
 1.198038e-02 -1.657678e+02  1.198038e-02 -9.513520e+01 
 1.218038e-02 -1.677747e+02  1.218038e-02 -8.974677e+01 
 1.238038e-02 -1.688282e+02  1.238038e-02 -8.385618e+01 
 1.258038e-02 -1.689224e+02  1.258038e-02 -7.749629e+01 
 1.278038e-02 -1.680568e+02  1.278038e-02 -7.070268e+01 
 1.298038e-02 -1.662362e+02  1.298038e-02 -6.351346e+01 
 1.318038e-02 -1.634710e+02  1.318038e-02 -5.596900e+01 
 1.338038e-02 -1.597770e+02  1.338038e-02 -4.811173e+01 
 1.358038e-02 -1.551751e+02  1.358038e-02 -3.998591e+01 
